Partner,Partner ISO,Commodity Code,Trade Value
Japan,JPN,80,179142
Kazakhstan,KAZ,80,11241
Kenya,KEN,80,106328
Rep. of Korea,KOR,80,2047013
Kuwait,KWT,80,14068
Lebanon,LBN,80,49550
Latvia,LVA,80,9237
Libya,LBY,80,2602
Lithuania,LTU,80,41976
Luxembourg,LUX,80,25693
Malaysia,MYS,80,84724
Malta,MLT,80,49325
Mauritius,MUS,80,16716
Mexico,MEX,80,37485
Oman,OMN,80,127302
Nepal,NPL,80,4730
Netherlands,NLD,80,752121
New Zealand,NZL,80,23939
Nigeria,NGA,80,1307
Norway,NOR,80,100172
Pakistan,PAK,80,32090
Poland,POL,80,2812603
Portugal,PRT,80,55238
Qatar,QAT,80,1055
Romania,ROU,80,33482
Russian Federation,RUS,80,1726
Saudi Arabia,SAU,80,98695
Sierra Leone,SLE,80,1261
India,IND,80,59506
Singapore,SGP,80,182991
Slovakia,SVK,80,61216
Viet Nam,VNM,80,27199
Slovenia,SVN,80,28161
South Africa,ZAF,80,19721
Spain,ESP,80,1261477
Sweden,SWE,80,56336
Switzerland,CHE,80,50140
Thailand,THA,80,121175
Trinidad and Tobago,TTO,80,16717
United Arab Emirates,ARE,80,612312
Tunisia,TUN,80,28446
Turkey,TUR,80,539164
Uganda,UGA,80,44655
Ukraine,UKR,80,20911
Egypt,EGY,80,535891
USA,USA,80,1507925
Uruguay,URY,80,4423
Albania,ALB,81,1718
Angola,AGO,81,5122
Azerbaijan,AZE,81,180199
Argentina,ARG,81,28418
Australia,AUS,81,7942967
Austria,AUT,81,18963484
Bahrain,BHR,81,48184
Bangladesh,BGD,81,41742
Barbados,BRB,81,11328
Belgium,BEL,81,12064822
Brazil,BRA,81,4570941
Brunei Darussalam,BRN,81,1089
Bulgaria,BGR,81,46464
Cameroon,CMR,81,2703
Canada,CAN,81,11472368
Sri Lanka,LKA,81,153076
Chile,CHL,81,81263
China,CHN,81,14719234
Colombia,COL,81,213636
Congo,COG,81,3119
Costa Rica,CRI,81,32799
Croatia,HRV,81,187595
Cyprus,CYP,81,184057
Czechia,CZE,81,19620375
Denmark,DNK,81,478929
Dominican Rep.,DOM,81,1168
Equatorial Guinea,GNQ,81,7232
Ethiopia,ETH,81,4421
Estonia,EST,81,60840
Finland,FIN,81,3911920
France,FRA,81,160460627
Georgia,GEO,81,6783
Germany,DEU,81,125293904
Ghana,GHA,81,2252398
Gibraltar,GIB,81,7456
Greece,GRC,81,1663166
Guyana,GUY,81,113857
"China, Hong Kong SAR",HKG,81,2798346
Hungary,HUN,81,1459831
Iceland,ISL,81,106794
Indonesia,IDN,81,1132308
Iraq,IRQ,81,158531
Ireland,IRL,81,12368919
Israel,ISR,81,10218450
Italy,ITA,81,39229258
Japan,JPN,81,18189423
Kazakhstan,KAZ,81,173443
Jordan,JOR,81,3739
Kenya,KEN,81,56020
Rep. of Korea,KOR,81,13844889
Kuwait,KWT,81,90455
Lebanon,LBN,81,5307
Latvia,LVA,81,19216
Libya,LBY,81,2752
Lithuania,LTU,81,66824
Luxembourg,LUX,81,441654
"China, Macao SAR",MAC,81,19613
Malaysia,MYS,81,3411463
Malta,MLT,81,45114
Mexico,MEX,81,6296481
Morocco,MAR,81,143379
Oman,OMN,81,54397
Netherlands,NLD,81,8276657
New Zealand,NZL,81,145763
Nigeria,NGA,81,47906
Norway,NOR,81,1178251
Pakistan,PAK,81,81524
Panama,PAN,81,10348
Peru,PER,81,104644
Philippines,PHL,81,315803
Poland,POL,81,4835999
Portugal,PRT,81,848522
Qatar,QAT,81,325559
Romania,ROU,81,1121341
Russian Federation,RUS,81,5482195
Saudi Arabia,SAU,81,3742839
Serbia,SRB,81,59155
India,IND,81,6367750
Singapore,SGP,81,4539482
Slovakia,SVK,81,478718
Viet Nam,VNM,81,88201
Slovenia,SVN,81,1293058
South Africa,ZAF,81,3396195
Spain,ESP,81,19365276
Sudan,SDN,81,8518
Sweden,SWE,81,8269766
Switzerland,CHE,81,6560736
Thailand,THA,81,2609498
Trinidad and Tobago,TTO,81,60982
United Arab Emirates,ARE,81,3386196
Tunisia,TUN,81,344147
Turkey,TUR,81,6158364
Turkmenistan,TKM,81,1483
Uganda,UGA,81,48150
Ukraine,UKR,81,59424
Egypt,EGY,81,152443
USA,USA,81,214112943
Uruguay,URY,81,3231
Yemen,YEM,81,45826
Afghanistan,AFG,82,99280
Albania,ALB,82,104493
Algeria,DZA,82,5515411
Angola,AGO,82,1358181
Antigua and Barbuda,ATG,82,64615
Azerbaijan,AZE,82,5916721
Argentina,ARG,82,1264665
Australia,AUS,82,19654695
Austria,AUT,82,6171584
Bahamas,BHS,82,180864
Bahrain,BHR,82,1353167
Bangladesh,BGD,82,528346
Armenia,ARM,82,69383
Barbados,BRB,82,352085
Belgium,BEL,82,25598398
Bermuda,BMU,82,12366
Bolivia (Plurinational State of),BOL,82,196657
Bosnia Herzegovina,BIH,82,8771
Botswana,BWA,82,81525
Brazil,BRA,82,4139053
Belize,BLZ,82,75086
Br. Virgin Isds,VGB,82,12163
Brunei Darussalam,BRN,82,336096
Bulgaria,BGR,82,1657211
Myanmar,MMR,82,23088
Belarus,BLR,82,178555
Cameroon,CMR,82,584390
Canada,CAN,82,9409620
Cabo Verde,CPV,82,37610
Cayman Isds,CYM,82,8442
Central African Rep.,CAF,82,24757
Sri Lanka,LKA,82,564399
Chad,TCD,82,117688
Chile,CHL,82,1430579
China,CHN,82,15165820
Colombia,COL,82,843976
Comoros,COM,82,101705
Congo,COG,82,181526
Dem. Rep. of the Congo,COD,82,34316
Costa Rica,CRI,82,115831
Croatia,HRV,82,683455
Cuba,CUB,82,66095
Cyprus,CYP,82,906804
Czechia,CZE,82,10852690
Benin,BEN,82,11571
Denmark,DNK,82,11243700
Dominica,DMA,82,36491
Dominican Rep.,DOM,82,262154
Ecuador,ECU,82,166593
El Salvador,SLV,82,71218
Equatorial Guinea,GNQ,82,285190
Ethiopia,ETH,82,244241
Eritrea,ERI,82,11451
Estonia,EST,82,998052
Faeroe Isds,FRO,82,43736
Falkland Isds (Malvinas),FLK,82,1920675
Fiji,FJI,82,308294
Finland,FIN,82,6775778
France,FRA,82,61022982
French Polynesia,PYF,82,15744
Fr. South Antarctic Terr.,ATF,82,1484
Djibouti,DJI,82,450708
Gabon,GAB,82,274064
Georgia,GEO,82,102770
Gambia,GMB,82,182126
State of Palestine,PSE,82,3306
Germany,DEU,82,103919532
Ghana,GHA,82,2574241
Gibraltar,GIB,82,1023750
Greece,GRC,82,2950732
Greenland,GRL,82,19327
Grenada,GRD,82,87050
Guam,GUM,82,17882
Guatemala,GTM,82,104774
Guinea,GIN,82,13172
Guyana,GUY,82,395871
Haiti,HTI,82,6390
Honduras,HND,82,13502
"China, Hong Kong SAR",HKG,82,5758358
Hungary,HUN,82,3647559
Iceland,ISL,82,1759000
Indonesia,IDN,82,2913932
Iran,IRN,82,338810
Iraq,IRQ,82,2069865
Ireland,IRL,82,119398182
Israel,ISR,82,5637014
Italy,ITA,82,33691648
Côte d'Ivoire,CIV,82,199927
Jamaica,JAM,82,786438
Japan,JPN,82,7291071
Kazakhstan,KAZ,82,1437504
Jordan,JOR,82,813753
Kenya,KEN,82,1749677
Rep. of Korea,KOR,82,5811735
Kuwait,KWT,82,5772434
Lao People's Dem. Rep.,LAO,82,16027
Lebanon,LBN,82,1093968
Latvia,LVA,82,524918
Liberia,LBR,82,855338
Libya,LBY,82,323233
Lithuania,LTU,82,854602
Luxembourg,LUX,82,349297
"China, Macao SAR",MAC,82,54299
Madagascar,MDG,82,3292
Malawi,MWI,82,37283
Malaysia,MYS,82,5170506
Maldives,MDV,82,58590
Mali,MLI,82,102587
Malta,MLT,82,1466869
Mauritania,MRT,82,16052
Mauritius,MUS,82,467877
Mexico,MEX,82,3481802
Mongolia,MNG,82,12736
Rep. of Moldova,MDA,82,37896
Montenegro,MNE,82,35617
Montserrat,MSR,82,7314
Morocco,MAR,82,1512273
Mozambique,MOZ,82,59035
Oman,OMN,82,6402337
Namibia,NAM,82,244757
Nepal,NPL,82,17243
Netherlands,NLD,82,83702853
Curaçao,CUW,82,2584
Aruba,ABW,82,1049
Bonaire,BES,82,27848
New Caledonia,NCL,82,14840
Vanuatu,VUT,82,13285
New Zealand,NZL,82,3459875
Nicaragua,NIC,82,13139
Niger,NER,82,30119
Nigeria,NGA,82,3153318
Norway,NOR,82,16254669
N. Mariana Isds,MNP,82,1828
Pakistan,PAK,82,3556101
Panama,PAN,82,116302
Papua New Guinea,PNG,82,58913
Paraguay,PRY,82,100079
Peru,PER,82,354642
Philippines,PHL,82,1345922
Poland,POL,82,32412864
Portugal,PRT,82,4179108
Qatar,QAT,82,3803550
Romania,ROU,82,4475503
Russian Federation,RUS,82,4646840
Rwanda,RWA,82,20374
Saint Helena,SHN,82,831068
Saint Kitts and Nevis,KNA,82,42582
Saint Lucia,LCA,82,62747
Saint Vincent and the Grenadines,VCT,82,72327
San Marino,SMR,82,13324
Sao Tome and Principe,STP,82,7588
Saudi Arabia,SAU,82,48848159
Senegal,SEN,82,259160
Serbia,SRB,82,542846
Seychelles,SYC,82,227064
Sierra Leone,SLE,82,160181
India,IND,82,8974787
Singapore,SGP,82,7490453
Slovakia,SVK,82,1367611
Viet Nam,VNM,82,1847769
Slovenia,SVN,82,1109892
Somalia,SOM,82,6645
South Africa,ZAF,82,11894397
Zimbabwe,ZWE,82,111053
Spain,ESP,82,26236043
Sudan,SDN,82,164621
Suriname,SUR,82,3591
Swaziland,SWZ,82,2779
Sweden,SWE,82,14031806
Switzerland,CHE,82,11455715
Syria,SYR,82,4512
Tajikistan,TJK,82,58850
Thailand,THA,82,6065933
Togo,TGO,82,24662
Tonga,TON,82,7214
Trinidad and Tobago,TTO,82,1453790
United Arab Emirates,ARE,82,21834515
Tunisia,TUN,82,898856
Turkey,TUR,82,6933329
Turkmenistan,TKM,82,1004295
Turks and Caicos Isds,TCA,82,3189
Uganda,UGA,82,1380888
Ukraine,UKR,82,795213
TFYR of Macedonia,MKD,82,60709
Egypt,EGY,82,5116982
United Rep. of Tanzania,TZA,82,789574
USA,USA,82,113918016
Burkina Faso,BFA,82,63819
Uruguay,URY,82,284429
Uzbekistan,UZB,82,19781
Venezuela,VEN,82,298592
Yemen,YEM,82,371082
Zambia,ZMB,82,286920
Afghanistan,AFG,83,188609
Albania,ALB,83,49185
Algeria,DZA,83,499051
Angola,AGO,83,27695269
Antigua and Barbuda,ATG,83,87017
Azerbaijan,AZE,83,1767428
Argentina,ARG,83,579787
Australia,AUS,83,34222485
Austria,AUT,83,6607655
Bahamas,BHS,83,153077
Bahrain,BHR,83,894461
Bangladesh,BGD,83,26619
Armenia,ARM,83,25172
Barbados,BRB,83,610259
Belgium,BEL,83,18961478
Bermuda,BMU,83,29626
Bhutan,BTN,83,2088
Bolivia (Plurinational State of),BOL,83,2051
Bosnia Herzegovina,BIH,83,48502
Botswana,BWA,83,70149
Bouvet Island,BVT,83,4157
Brazil,BRA,83,231462576
Belize,BLZ,83,18632
Br. Virgin Isds,VGB,83,98514
Brunei Darussalam,BRN,83,133434
Bulgaria,BGR,83,1426388
Myanmar,MMR,83,13483
Burundi,BDI,83,6711
Belarus,BLR,83,73713
Cameroon,CMR,83,38648
Canada,CAN,83,11575614
Cabo Verde,CPV,83,78347
Cayman Isds,CYM,83,7832
Central African Rep.,CAF,83,60658
Sri Lanka,LKA,83,839562
Chad,TCD,83,1114
Chile,CHL,83,1114819
China,CHN,83,35766627
Colombia,COL,83,697778
Congo,COG,83,20147
Costa Rica,CRI,83,55764
Croatia,HRV,83,165588
Cuba,CUB,83,16871
Cyprus,CYP,83,542819
Czechia,CZE,83,8503033
Denmark,DNK,83,6246996
Dominica,DMA,83,145005
Dominican Rep.,DOM,83,85347
Ecuador,ECU,83,44400
El Salvador,SLV,83,66915
Equatorial Guinea,GNQ,83,33720
Ethiopia,ETH,83,150401
Estonia,EST,83,2574941
Faeroe Isds,FRO,83,10826
Falkland Isds (Malvinas),FLK,83,186948
Fiji,FJI,83,13460
Finland,FIN,83,4828478
France,FRA,83,99843804
French Polynesia,PYF,83,15939
Gabon,GAB,83,96592
Georgia,GEO,83,109724
Gambia,GMB,83,46150
Germany,DEU,83,101400792
Ghana,GHA,83,1166884
Gibraltar,GIB,83,1427815
Greece,GRC,83,5088820
Greenland,GRL,83,14933
Grenada,GRD,83,133696
Guatemala,GTM,83,113070
Guinea,GIN,83,31803
Guyana,GUY,83,398482
Haiti,HTI,83,116860
Honduras,HND,83,43015
"China, Hong Kong SAR",HKG,83,11910425
Hungary,HUN,83,4597552
Iceland,ISL,83,913273
Indonesia,IDN,83,1684198
Iran,IRN,83,220284
Iraq,IRQ,83,799822
Ireland,IRL,83,122511329
Israel,ISR,83,1879136
Italy,ITA,83,41938013
Côte d'Ivoire,CIV,83,135293
Jamaica,JAM,83,446512
Japan,JPN,83,5023613
Kazakhstan,KAZ,83,1709959
Jordan,JOR,83,438109
Kenya,KEN,83,676978
Rep. of Korea,KOR,83,9456089
Kuwait,KWT,83,3921688
Lao People's Dem. Rep.,LAO,83,1992
Lebanon,LBN,83,370710
Latvia,LVA,83,1463128
Liberia,LBR,83,5304
Libya,LBY,83,265246
Lithuania,LTU,83,2561669
Luxembourg,LUX,83,311919
"China, Macao SAR",MAC,83,132874
Madagascar,MDG,83,18973
Malawi,MWI,83,19774
Malaysia,MYS,83,5344168
Maldives,MDV,83,59032
Mali,MLI,83,66831
Malta,MLT,83,897106
Mauritania,MRT,83,25850
Mauritius,MUS,83,186541
Mexico,MEX,83,5212544
Mongolia,MNG,83,26531
Rep. of Moldova,MDA,83,25976
Montenegro,MNE,83,9551
Montserrat,MSR,83,4826
Morocco,MAR,83,736906
Mozambique,MOZ,83,3096
Oman,OMN,83,5007792
Namibia,NAM,83,21373
Nauru,NRU,83,3939
Nepal,NPL,83,10410
Netherlands,NLD,83,78494926
Saint Maarten,SXM,83,23845
Bonaire,BES,83,17275
New Zealand,NZL,83,2640402
Niger,NER,83,2480
Nigeria,NGA,83,4020258
Norway,NOR,83,8069394
Marshall Isds,MHL,83,3018
Pakistan,PAK,83,631828
Panama,PAN,83,37758
Papua New Guinea,PNG,83,3692
Paraguay,PRY,83,19120
Peru,PER,83,366199
Philippines,PHL,83,1499368
Poland,POL,83,30359229
Portugal,PRT,83,3543810
Qatar,QAT,83,6801220
Romania,ROU,83,6192933
Russian Federation,RUS,83,7914787
Rwanda,RWA,83,15262
Saint Helena,SHN,83,27299
Saint Kitts and Nevis,KNA,83,78099
Saint Lucia,LCA,83,218152
Saint Vincent and the Grenadines,VCT,83,165583
Saudi Arabia,SAU,83,9634107
Senegal,SEN,83,48960
Serbia,SRB,83,2721204
Seychelles,SYC,83,97038
Sierra Leone,SLE,83,281404
India,IND,83,9356815
Singapore,SGP,83,16327632
Slovakia,SVK,83,9629640
Viet Nam,VNM,83,1233492
Slovenia,SVN,83,881612
Somalia,SOM,83,27029
South Africa,ZAF,83,5926146
Zimbabwe,ZWE,83,33691
Spain,ESP,83,74979569
South Sudan,SSD,83,34159
Sudan,SDN,83,50542
Sweden,SWE,83,16770447
Switzerland,CHE,83,6049615
Thailand,THA,83,3504128
Togo,TGO,83,8160
Trinidad and Tobago,TTO,83,1027356
United Arab Emirates,ARE,83,14919664
Tunisia,TUN,83,393720
Turkey,TUR,83,20172415
Turkmenistan,TKM,83,286959
Turks and Caicos Isds,TCA,83,10018
Uganda,UGA,83,218770
Ukraine,UKR,83,206277
TFYR of Macedonia,MKD,83,102260
Egypt,EGY,83,2231752
United Rep. of Tanzania,TZA,83,176303
USA,USA,83,95508607
Burkina Faso,BFA,83,35948
Uruguay,URY,83,53615
Uzbekistan,UZB,83,28119
Venezuela,VEN,83,31196
Yemen,YEM,83,25626
Zambia,ZMB,83,68804
Afghanistan,AFG,84,6011695
Albania,ALB,84,1821613
Algeria,DZA,84,115888891
American Samoa,ASM,84,10011
Andorra,AND,84,566265
Angola,AGO,84,209266826
Antigua and Barbuda,ATG,84,4295719
Azerbaijan,AZE,84,196344714
Argentina,ARG,84,42382756
Australia,AUS,84,732163315
Austria,AUT,84,415063542
Bahamas,BHS,84,3297133
Bahrain,BHR,84,173601809
Bangladesh,BGD,84,35764551
Armenia,ARM,84,4656360
Barbados,BRB,84,5100131
Belgium,BEL,84,1064121662
Bermuda,BMU,84,1040163
Bhutan,BTN,84,87953
Bolivia (Plurinational State of),BOL,84,5658986
Bosnia Herzegovina,BIH,84,8120694
Botswana,BWA,84,3213560
Bouvet Island,BVT,84,607141
Brazil,BRA,84,584474809
Belize,BLZ,84,1285996
Br. Indian Ocean Terr.,IOT,84,383817
Solomon Isds,SLB,84,204076
Br. Virgin Isds,VGB,84,337829
Brunei Darussalam,BRN,84,49678239
Bulgaria,BGR,84,75649400
Myanmar,MMR,84,3225519
Burundi,BDI,84,314010
Belarus,BLR,84,36054274
Cambodia,KHM,84,6814499
Cameroon,CMR,84,10882699
Canada,CAN,84,1048381328
Cabo Verde,CPV,84,392908
Cayman Isds,CYM,84,1506259
Central African Rep.,CAF,84,340233
Sri Lanka,LKA,84,32018291
Chad,TCD,84,904331
Chile,CHL,84,237328762
China,CHN,84,1904951255
Cocos Isds,CCK,84,278801
Colombia,COL,84,43498748
Comoros,COM,84,60919
Congo,COG,84,36647047
Dem. Rep. of the Congo,COD,84,7927654
Cook Isds,COK,84,2770
Costa Rica,CRI,84,7875061
Croatia,HRV,84,32120275
Cuba,CUB,84,1746303
Cyprus,CYP,84,25311176
Czechia,CZE,84,698452815
Benin,BEN,84,941504
Denmark,DNK,84,420473001
Dominica,DMA,84,1514176
Dominican Rep.,DOM,84,17571178
Ecuador,ECU,84,7951731
El Salvador,SLV,84,4610488
Equatorial Guinea,GNQ,84,11624642
Ethiopia,ETH,84,155932236
Eritrea,ERI,84,801943
Estonia,EST,84,44346781
Faeroe Isds,FRO,84,2034818
Falkland Isds (Malvinas),FLK,84,9250416
Fiji,FJI,84,3355229
Finland,FIN,84,282906027
France,FRA,84,2454024963
French Polynesia,PYF,84,3498127
Fr. South Antarctic Terr.,ATF,84,11621
Djibouti,DJI,84,3247522
Gabon,GAB,84,9636127
Georgia,GEO,84,29336333
Gambia,GMB,84,2982396
State of Palestine,PSE,84,179000
Germany,DEU,84,5950568340
Ghana,GHA,84,101988237
Gibraltar,GIB,84,22236339
Greece,GRC,84,86966286
Greenland,GRL,84,694745
Grenada,GRD,84,2022934
Guam,GUM,84,325966
Guatemala,GTM,84,4683843
Guinea,GIN,84,4181327
Guyana,GUY,84,6471071
Haiti,HTI,84,2323629
Holy See (Vatican City State),VAT,84,1856
Honduras,HND,84,3571203
"China, Hong Kong SAR",HKG,84,1796377482
Hungary,HUN,84,355945976
Iceland,ISL,84,55963179
Indonesia,IDN,84,147323771
Iran,IRN,84,20845967
Iraq,IRQ,84,43477387
Ireland,IRL,84,2351721692
Israel,ISR,84,262859353
Italy,ITA,84,1614035902
Côte d'Ivoire,CIV,84,32705299
Jamaica,JAM,84,10927055
Japan,JPN,84,1293562092
Kazakhstan,KAZ,84,96360479
Jordan,JOR,84,86375324
Kenya,KEN,84,57570520
Dem. People's Rep. of Korea,PRK,84,2196
Rep. of Korea,KOR,84,1071144250
Kuwait,KWT,84,100213709
Kyrgyzstan,KGZ,84,1006441
Lao People's Dem. Rep.,LAO,84,612630
Lebanon,LBN,84,91075799
Lesotho,LSO,84,2429980
Latvia,LVA,84,34049235
Liberia,LBR,84,2947686
Libya,LBY,84,68680245
Lithuania,LTU,84,66957091
Luxembourg,LUX,84,29125385
"China, Macao SAR",MAC,84,7302253
Madagascar,MDG,84,2225432
Malawi,MWI,84,2863289
Malaysia,MYS,84,366634920
Maldives,MDV,84,2531117
Mali,MLI,84,5210530
Malta,MLT,84,51936827
Mauritania,MRT,84,3009515
Mauritius,MUS,84,8862784
Mexico,MEX,84,426164639
Mongolia,MNG,84,1495423
Rep. of Moldova,MDA,84,3439302
Montenegro,MNE,84,1724675
Montserrat,MSR,84,38208
Morocco,MAR,84,81125543
Mozambique,MOZ,84,3586762
Oman,OMN,84,185690733
Namibia,NAM,84,5721115
Nauru,NRU,84,45723
Nepal,NPL,84,1772605
Netherlands,NLD,84,2188338871
Curaçao,CUW,84,1463939
Aruba,ABW,84,691246
Saint Maarten,SXM,84,732240
Bonaire,BES,84,579189
New Caledonia,NCL,84,3208033
Vanuatu,VUT,84,54117
New Zealand,NZL,84,129080238
Nicaragua,NIC,84,2837053
Niger,NER,84,1775865
Nigeria,NGA,84,289795508
Niue,NIU,84,1066
Norway,NOR,84,758397833
N. Mariana Isds,MNP,84,29980
FS Micronesia,FSM,84,17970
Marshall Isds,MHL,84,222520
Palau,PLW,84,198488
Pakistan,PAK,84,218266295
Panama,PAN,84,11974064
Papua New Guinea,PNG,84,5095070
Paraguay,PRY,84,4636054
Peru,PER,84,39233853
Philippines,PHL,84,86686897
Poland,POL,84,847688677
Portugal,PRT,84,205564563
Guinea-Bissau,GNB,84,140483
Timor-Leste,TLS,84,50075
Qatar,QAT,84,1121998602
Romania,ROU,84,190241635
Russian Federation,RUS,84,507192803
Rwanda,RWA,84,1754592
Saint Helena,SHN,84,1330165
Saint Kitts and Nevis,KNA,84,1612444
Anguilla,AIA,84,49968
Saint Lucia,LCA,84,3678592
Saint Pierre and Miquelon,SPM,84,15870
Saint Vincent and the Grenadines,VCT,84,1448269
San Marino,SMR,84,206003
Sao Tome and Principe,STP,84,7264
Saudi Arabia,SAU,84,1209641873
Senegal,SEN,84,13412106
Serbia,SRB,84,42967881
Seychelles,SYC,84,8016264
Sierra Leone,SLE,84,8043013
India,IND,84,1236823864
Singapore,SGP,84,3169041711
Slovakia,SVK,84,96164108
Viet Nam,VNM,84,164466688
Slovenia,SVN,84,40947282
Somalia,SOM,84,528282
South Africa,ZAF,84,497675692
Zimbabwe,ZWE,84,11673386
Spain,ESP,84,1366381127
South Sudan,SSD,84,268172
Sudan,SDN,84,13092726
Suriname,SUR,84,720437
Swaziland,SWZ,84,380534
Sweden,SWE,84,917084647
Switzerland,CHE,84,634600949
Syria,SYR,84,1178430
Tajikistan,TJK,84,561835
Thailand,THA,84,328267205
Togo,TGO,84,1499315
Tonga,TON,84,7837
Trinidad and Tobago,TTO,84,30295857
United Arab Emirates,ARE,84,3500686034
Tunisia,TUN,84,52745538
Turkey,TUR,84,1560883371
Turkmenistan,TKM,84,13424906
Turks and Caicos Isds,TCA,84,238514
Tuvalu,TUV,84,47969
Uganda,UGA,84,10695605
Ukraine,UKR,84,54129642
TFYR of Macedonia,MKD,84,4767530
Egypt,EGY,84,423347746
United Rep. of Tanzania,TZA,84,22245712
USA,USA,84,9547883766
Burkina Faso,BFA,84,4079373
Uruguay,URY,84,12475793
Uzbekistan,UZB,84,14909444
Venezuela,VEN,84,5106663
Wallis and Futuna Isds,WLF,84,31368
Samoa,WSM,84,117125
Yemen,YEM,84,4760743
Zambia,ZMB,84,12837774
Afghanistan,AFG,85,4365699
Albania,ALB,85,2129778
Algeria,DZA,85,33796951
American Samoa,ASM,85,49473
Andorra,AND,85,243363
Angola,AGO,85,27733475
Antigua and Barbuda,ATG,85,276953
Azerbaijan,AZE,85,48397432
Argentina,ARG,85,18059776
Australia,AUS,85,332494335
Austria,AUT,85,179630000
Bahamas,BHS,85,2100706
Bahrain,BHR,85,33089819
Bangladesh,BGD,85,42408953
Armenia,ARM,85,2553709
Barbados,BRB,85,4545304
Belgium,BEL,85,455803632
Bermuda,BMU,85,1156430
Bhutan,BTN,85,16363
Bolivia (Plurinational State of),BOL,85,1163188
Bosnia Herzegovina,BIH,85,2824674
Botswana,BWA,85,7144149
Bouvet Island,BVT,85,14687
Brazil,BRA,85,116935919
Belize,BLZ,85,576776
Solomon Isds,SLB,85,82235
Br. Virgin Isds,VGB,85,413924
Brunei Darussalam,BRN,85,2841112
Bulgaria,BGR,85,58005971
Myanmar,MMR,85,2934775
Burundi,BDI,85,417087
Belarus,BLR,85,2263952
Cambodia,KHM,85,1604729
Cameroon,CMR,85,5039465
Canada,CAN,85,311545466
Cabo Verde,CPV,85,928966
Cayman Isds,CYM,85,488192
Central African Rep.,CAF,85,1856929
Sri Lanka,LKA,85,17843840
Chad,TCD,85,725197
Chile,CHL,85,35679796
China,CHN,85,1225142704
Colombia,COL,85,16155559
Comoros,COM,85,33779
Congo,COG,85,67083234
Dem. Rep. of the Congo,COD,85,1378978
Cook Isds,COK,85,6960
Costa Rica,CRI,85,4333909
Croatia,HRV,85,29766133
Cuba,CUB,85,1389124
Cyprus,CYP,85,35933732
Czechia,CZE,85,389326628
Benin,BEN,85,1689350
Denmark,DNK,85,369209371
Dominica,DMA,85,1809668
Dominican Rep.,DOM,85,10105750
Ecuador,ECU,85,2025226
El Salvador,SLV,85,7130963
Equatorial Guinea,GNQ,85,2258651
Ethiopia,ETH,85,26871344
Eritrea,ERI,85,548083
Estonia,EST,85,39047359
Faeroe Isds,FRO,85,668789
Falkland Isds (Malvinas),FLK,85,3977867
Fiji,FJI,85,1988009
Finland,FIN,85,179667753
France,FRA,85,1886423538
French Polynesia,PYF,85,824573
Fr. South Antarctic Terr.,ATF,85,2366
Djibouti,DJI,85,4318222
Gabon,GAB,85,2970818
Georgia,GEO,85,8167804
Gambia,GMB,85,2796135
State of Palestine,PSE,85,140337
Germany,DEU,85,3218775461
Ghana,GHA,85,46789963
Gibraltar,GIB,85,16723025
Greece,GRC,85,146001602
Greenland,GRL,85,384868
Grenada,GRD,85,1493700
Guam,GUM,85,228587
Guatemala,GTM,85,1364596
Guinea,GIN,85,1299914
Guyana,GUY,85,3122914
Haiti,HTI,85,4555148
Holy See (Vatican City State),VAT,85,17433
Honduras,HND,85,2300050
"China, Hong Kong SAR",HKG,85,740034714
Hungary,HUN,85,230159833
Iceland,ISL,85,18681667
Indonesia,IDN,85,60802077
Iran,IRN,85,12923791
Iraq,IRQ,85,61337988
Ireland,IRL,85,1682959501
Israel,ISR,85,132705729
Italy,ITA,85,959913740
Côte d'Ivoire,CIV,85,7712656
Jamaica,JAM,85,3951520
Japan,JPN,85,359573566
Kazakhstan,KAZ,85,37068541
Jordan,JOR,85,24844171
Kenya,KEN,85,30904417
Dem. People's Rep. of Korea,PRK,85,1081
Rep. of Korea,KOR,85,259838607
Kuwait,KWT,85,62090016
Kyrgyzstan,KGZ,85,172725
Lao People's Dem. Rep.,LAO,85,468665
Lebanon,LBN,85,35135498
Lesotho,LSO,85,74923
Latvia,LVA,85,31098125
Liberia,LBR,85,778553
Libya,LBY,85,17918173
Lithuania,LTU,85,44603220
Luxembourg,LUX,85,33764514
"China, Macao SAR",MAC,85,9452824
Madagascar,MDG,85,1656834
Malawi,MWI,85,2554948
Malaysia,MYS,85,276795683
Maldives,MDV,85,3571783
Mali,MLI,85,6868170
Malta,MLT,85,42966075
Mauritania,MRT,85,1468131
Mauritius,MUS,85,21536463
Mexico,MEX,85,68239656
Mongolia,MNG,85,827350
Rep. of Moldova,MDA,85,1040738
Montenegro,MNE,85,1420235
Montserrat,MSR,85,158461
Morocco,MAR,85,34852315
Mozambique,MOZ,85,4139009
Oman,OMN,85,83802968
Namibia,NAM,85,2222784
Nauru,NRU,85,9468
Nepal,NPL,85,1898723
Netherlands,NLD,85,1265107897
Curaçao,CUW,85,655774
Aruba,ABW,85,163759
Saint Maarten,SXM,85,71890
Bonaire,BES,85,465793
New Caledonia,NCL,85,666378
Vanuatu,VUT,85,61498
New Zealand,NZL,85,43328407
Nicaragua,NIC,85,1823708
Niger,NER,85,513110
Nigeria,NGA,85,127979374
Niue,NIU,85,1757
Norway,NOR,85,275233313
N. Mariana Isds,MNP,85,733632
FS Micronesia,FSM,85,16932
Marshall Isds,MHL,85,115773
