Partner,Partner ISO,Commodity Code,Trade Value
Grenada,GRD,35,23480
Guatemala,GTM,35,316461
Guinea,GIN,35,32061
Guyana,GUY,35,30518
Haiti,HTI,35,2660
Honduras,HND,35,8414
"China, Hong Kong SAR",HKG,35,1614172
Hungary,HUN,35,5749971
Iceland,ISL,35,427449
Indonesia,IDN,35,3451487
Iran,IRN,35,710013
Iraq,IRQ,35,57055
Ireland,IRL,35,40774312
Israel,ISR,35,3084499
Italy,ITA,35,15238223
Côte d'Ivoire,CIV,35,1989
Jamaica,JAM,35,12690
Japan,JPN,35,7573754
Kazakhstan,KAZ,35,12480
Jordan,JOR,35,220032
Kenya,KEN,35,616077
Rep. of Korea,KOR,35,4865218
Kuwait,KWT,35,688536
Lao People's Dem. Rep.,LAO,35,2714
Lebanon,LBN,35,254618
Latvia,LVA,35,598643
Liberia,LBR,35,26143
Libya,LBY,35,119237
Lithuania,LTU,35,1011429
Luxembourg,LUX,35,49999
"China, Macao SAR",MAC,35,6721
Malaysia,MYS,35,976281
Maldives,MDV,35,6759
Mali,MLI,35,6907
Malta,MLT,35,795924
Mauritania,MRT,35,1491
Mauritius,MUS,35,32420
Mexico,MEX,35,5252504
Mongolia,MNG,35,9864
Rep. of Moldova,MDA,35,64539
Morocco,MAR,35,626529
Mozambique,MOZ,35,9753
Oman,OMN,35,1160815
Namibia,NAM,35,14145
Nepal,NPL,35,1888
Netherlands,NLD,35,31154585
Aruba,ABW,35,1105
Bonaire,BES,35,30540
New Zealand,NZL,35,1321090
Nicaragua,NIC,35,2660
Nigeria,NGA,35,1676411
Norway,NOR,35,2238471
Palau,PLW,35,6902
Pakistan,PAK,35,889446
Panama,PAN,35,4552
Papua New Guinea,PNG,35,11825
Peru,PER,35,1015233
Philippines,PHL,35,1711765
Poland,POL,35,11095912
Portugal,PRT,35,3424032
Timor-Leste,TLS,35,2546
Qatar,QAT,35,702020
Romania,ROU,35,2334897
Russian Federation,RUS,35,6122395
Rwanda,RWA,35,42
Saint Helena,SHN,35,15681
Saint Kitts and Nevis,KNA,35,2922
Saint Lucia,LCA,35,12736
Saint Vincent and the Grenadines,VCT,35,12535
Saudi Arabia,SAU,35,1468242
Senegal,SEN,35,4045
Serbia,SRB,35,313438
Seychelles,SYC,35,67264
Sierra Leone,SLE,35,18985
India,IND,35,5738302
Singapore,SGP,35,9727288
Slovakia,SVK,35,631210
Viet Nam,VNM,35,550802
Slovenia,SVN,35,1885486
Somalia,SOM,35,4495
South Africa,ZAF,35,5255945
Zimbabwe,ZWE,35,14335
Spain,ESP,35,13558607
Sudan,SDN,35,5256
Suriname,SUR,35,13714
Swaziland,SWZ,35,4026
Sweden,SWE,35,11704296
Switzerland,CHE,35,3075115
Tajikistan,TJK,35,4398
Thailand,THA,35,2080560
Togo,TGO,35,1164
Trinidad and Tobago,TTO,35,84359
United Arab Emirates,ARE,35,5164347
Tunisia,TUN,35,92652
Turkey,TUR,35,12114040
Turkmenistan,TKM,35,4510
Uganda,UGA,35,71971
Ukraine,UKR,35,2304990
TFYR of Macedonia,MKD,35,18267
Egypt,EGY,35,932701
United Rep. of Tanzania,TZA,35,70368
USA,USA,35,86115721
Burkina Faso,BFA,35,4157
Uruguay,URY,35,113819
Uzbekistan,UZB,35,7161
Venezuela,VEN,35,126064
Yemen,YEM,35,2669
Zambia,ZMB,35,1538
Australia,AUS,36,2141375
Austria,AUT,36,662027
Bahrain,BHR,36,2703
Barbados,BRB,36,1308
Belgium,BEL,36,506794
Bosnia Herzegovina,BIH,36,52680
Brazil,BRA,36,53888
Bulgaria,BGR,36,183310
Canada,CAN,36,514576
Cayman Isds,CYM,36,1847
Chile,CHL,36,145430
China,CHN,36,57051
Costa Rica,CRI,36,20236
Croatia,HRV,36,283102
Cyprus,CYP,36,419490
Czechia,CZE,36,208379
Denmark,DNK,36,537431
Dominican Rep.,DOM,36,9059
Estonia,EST,36,26534
Faeroe Isds,FRO,36,9538
Finland,FIN,36,240148
France,FRA,36,4055406
Germany,DEU,36,6620426
Ghana,GHA,36,63559
Gibraltar,GIB,36,1643
Greece,GRC,36,226731
"China, Hong Kong SAR",HKG,36,14259
Hungary,HUN,36,24697
Iceland,ISL,36,36743
Iraq,IRQ,36,37979
Ireland,IRL,36,3889636
Israel,ISR,36,29442
Italy,ITA,36,7283744
Japan,JPN,36,132659
Jordan,JOR,36,9815
Kuwait,KWT,36,24506
Lebanon,LBN,36,84048
Latvia,LVA,36,287
Lithuania,LTU,36,2569
Luxembourg,LUX,36,478
Malaysia,MYS,36,3226
Malta,MLT,36,20900
Mauritius,MUS,36,30119
Mexico,MEX,36,53106
Morocco,MAR,36,18859
Nepal,NPL,36,7984
Netherlands,NLD,36,3675150
New Zealand,NZL,36,1410142
Nigeria,NGA,36,10128
Norway,NOR,36,1102828
Pakistan,PAK,36,2045
Philippines,PHL,36,7548
Poland,POL,36,865361
Portugal,PRT,36,2373331
Romania,ROU,36,194227
Russian Federation,RUS,36,101798
Saint Helena,SHN,36,6757
Saudi Arabia,SAU,36,413960
Senegal,SEN,36,64685
Serbia,SRB,36,30021
India,IND,36,13831
Singapore,SGP,36,7455
Slovakia,SVK,36,14381
Slovenia,SVN,36,65461
South Africa,ZAF,36,174096
Zimbabwe,ZWE,36,4795
Spain,ESP,36,2813694
Sweden,SWE,36,33030
Switzerland,CHE,36,56768
Thailand,THA,36,1953
United Arab Emirates,ARE,36,87170
Turkey,TUR,36,31203
Ukraine,UKR,36,61092
Egypt,EGY,36,572
USA,USA,36,4388818
Uruguay,URY,36,5838
Albania,ALB,37,28230
Algeria,DZA,37,449411
Angola,AGO,37,2558
Azerbaijan,AZE,37,8129
Argentina,ARG,37,120937
Australia,AUS,37,1013671
Austria,AUT,37,6303385
Bahrain,BHR,37,23520
Bangladesh,BGD,37,70293
Armenia,ARM,37,40629
Barbados,BRB,37,8417
Belgium,BEL,37,5991150
Bolivia (Plurinational State of),BOL,37,10607
Bosnia Herzegovina,BIH,37,57978
Botswana,BWA,37,5676
Brazil,BRA,37,3319758
Bulgaria,BGR,37,553880
Burundi,BDI,37,2861
Belarus,BLR,37,126481
Cameroon,CMR,37,9199
Canada,CAN,37,667754
Sri Lanka,LKA,37,64298
Chile,CHL,37,78406
China,CHN,37,31017879
Colombia,COL,37,30455
Costa Rica,CRI,37,17834
Croatia,HRV,37,274748
Cyprus,CYP,37,93298
Czechia,CZE,37,2474961
Benin,BEN,37,113853
Denmark,DNK,37,904360
Dominican Rep.,DOM,37,23797
Equatorial Guinea,GNQ,37,1200
Ethiopia,ETH,37,47030
Estonia,EST,37,208979
Finland,FIN,37,900429
France,FRA,37,11021996
Georgia,GEO,37,19743
Gambia,GMB,37,16312
Germany,DEU,37,52786051
Ghana,GHA,37,709013
Gibraltar,GIB,37,26193
Kiribati,KIR,37,4
Greece,GRC,37,574754
Guatemala,GTM,37,12141
"China, Hong Kong SAR",HKG,37,3329747
Hungary,HUN,37,574798
Iceland,ISL,37,89920
Indonesia,IDN,37,14520
Iran,IRN,37,73025
Ireland,IRL,37,9703916
Israel,ISR,37,2897172
Italy,ITA,37,21477672
Côte d'Ivoire,CIV,37,25166
Japan,JPN,37,4706445
Kazakhstan,KAZ,37,41467
Jordan,JOR,37,53980
Kenya,KEN,37,214916
Rep. of Korea,KOR,37,3507412
Kuwait,KWT,37,79625
Kyrgyzstan,KGZ,37,28217
Lebanon,LBN,37,249225
Latvia,LVA,37,982845
Liberia,LBR,37,6569
Lithuania,LTU,37,596843
Luxembourg,LUX,37,122137
"China, Macao SAR",MAC,37,1757
Madagascar,MDG,37,4249
Malawi,MWI,37,281004
Malaysia,MYS,37,1409064
Malta,MLT,37,33917
Mauritius,MUS,37,31729
Mexico,MEX,37,366403
Rep. of Moldova,MDA,37,147737
Montenegro,MNE,37,8033
Morocco,MAR,37,505760
Mozambique,MOZ,37,27029
Oman,OMN,37,6652
Nepal,NPL,37,7094
Netherlands,NLD,37,348537974
Aruba,ABW,37,203
New Caledonia,NCL,37,3452
New Zealand,NZL,37,105262
Nicaragua,NIC,37,54578
Niger,NER,37,3225
Nigeria,NGA,37,885574
Norway,NOR,37,1052729
Pakistan,PAK,37,36477
Peru,PER,37,47104
Philippines,PHL,37,137214
Poland,POL,37,3661076
Portugal,PRT,37,830986
Qatar,QAT,37,20063
Romania,ROU,37,1650161
Russian Federation,RUS,37,1434567
Rwanda,RWA,37,23526
Saint Lucia,LCA,37,3270
Saudi Arabia,SAU,37,730162
Serbia,SRB,37,902286
Sierra Leone,SLE,37,13325
India,IND,37,2137168
Singapore,SGP,37,3626807
Slovakia,SVK,37,1528496
Slovenia,SVN,37,502579
South Africa,ZAF,37,516508
Zimbabwe,ZWE,37,15354
Spain,ESP,37,3173153
Sweden,SWE,37,1175709
Switzerland,CHE,37,963177
Syria,SYR,37,6013
Thailand,THA,37,191041
Trinidad and Tobago,TTO,37,109685
United Arab Emirates,ARE,37,3733032
Tunisia,TUN,37,215021
Turkey,TUR,37,3009222
Uganda,UGA,37,2804
Ukraine,UKR,37,1125772
TFYR of Macedonia,MKD,37,28611
Egypt,EGY,37,979849
United Rep. of Tanzania,TZA,37,9126
USA,USA,37,47283682
Burkina Faso,BFA,37,1880
Uruguay,URY,37,6719
Uzbekistan,UZB,37,19690
Venezuela,VEN,37,31983
Yemen,YEM,37,1807
Zambia,ZMB,37,14709
Afghanistan,AFG,38,448122
Albania,ALB,38,248661
Antarctica,ATA,38,12109
Algeria,DZA,38,8592246
American Samoa,ASM,38,56509
Andorra,AND,38,9214
Angola,AGO,38,7815322
Antigua and Barbuda,ATG,38,164188
Azerbaijan,AZE,38,4877138
Argentina,ARG,38,18699417
Australia,AUS,38,66838173
Austria,AUT,38,50326929
Bahamas,BHS,38,409917
Bahrain,BHR,38,2263555
Bangladesh,BGD,38,14888162
Armenia,ARM,38,272294
Barbados,BRB,38,989161
Belgium,BEL,38,312648610
Bermuda,BMU,38,129140
Bhutan,BTN,38,18171
Bolivia (Plurinational State of),BOL,38,925060
Bosnia Herzegovina,BIH,38,272623
Botswana,BWA,38,46743
Brazil,BRA,38,148784280
Belize,BLZ,38,111391
Solomon Isds,SLB,38,9547
Br. Virgin Isds,VGB,38,79808
Brunei Darussalam,BRN,38,804246
Bulgaria,BGR,38,10065203
Myanmar,MMR,38,451831
Burundi,BDI,38,36397
Belarus,BLR,38,2042006
Cambodia,KHM,38,122613
Cameroon,CMR,38,2378643
Canada,CAN,38,79128803
Cabo Verde,CPV,38,23601
Cayman Isds,CYM,38,161630
Central African Rep.,CAF,38,5044
Sri Lanka,LKA,38,4304314
Chad,TCD,38,106036
Chile,CHL,38,18819882
China,CHN,38,252108815
Colombia,COL,38,25099779
Comoros,COM,38,2338
Congo,COG,38,1817739
Dem. Rep. of the Congo,COD,38,2629750
Costa Rica,CRI,38,2327585
Croatia,HRV,38,4323471
Cuba,CUB,38,1078495
Cyprus,CYP,38,4083394
Czechia,CZE,38,100595339
Benin,BEN,38,150378
Denmark,DNK,38,87838232
Dominica,DMA,38,80282
Dominican Rep.,DOM,38,1016106
Ecuador,ECU,38,2097602
El Salvador,SLV,38,356789
Equatorial Guinea,GNQ,38,987938
Ethiopia,ETH,38,3757505
Eritrea,ERI,38,52694
Estonia,EST,38,9105110
Faeroe Isds,FRO,38,1519134
Falkland Isds (Malvinas),FLK,38,127556
Fiji,FJI,38,67907
Finland,FIN,38,31020734
France,FRA,38,433089288
French Polynesia,PYF,38,73368
Djibouti,DJI,38,104150
Gabon,GAB,38,1124039
Georgia,GEO,38,522326
Gambia,GMB,38,741752
State of Palestine,PSE,38,8384
Germany,DEU,38,863513089
Ghana,GHA,38,12901783
Gibraltar,GIB,38,1525366
Greece,GRC,38,40888480
Greenland,GRL,38,3343
Grenada,GRD,38,36151
Guam,GUM,38,3549
Guatemala,GTM,38,1641650
Guinea,GIN,38,259352
Guyana,GUY,38,782845
Haiti,HTI,38,113169
Honduras,HND,38,377738
"China, Hong Kong SAR",HKG,38,21468816
Hungary,HUN,38,35101546
Iceland,ISL,38,3184580
Indonesia,IDN,38,13156803
Iran,IRN,38,28386536
Iraq,IRQ,38,10378569
Ireland,IRL,38,328962143
Israel,ISR,38,38613859
Italy,ITA,38,239279782
Côte d'Ivoire,CIV,38,1784249
Jamaica,JAM,38,1401673
Japan,JPN,38,193165234
Kazakhstan,KAZ,38,6874590
Jordan,JOR,38,4593707
Kenya,KEN,38,8960793
Dem. People's Rep. of Korea,PRK,38,1257
Rep. of Korea,KOR,38,48454527
Kuwait,KWT,38,12776341
Kyrgyzstan,KGZ,38,42247
Lao People's Dem. Rep.,LAO,38,16171
Lebanon,LBN,38,7058860
Lesotho,LSO,38,18515
Latvia,LVA,38,7343936
Liberia,LBR,38,880408
Libya,LBY,38,3837274
Lithuania,LTU,38,21634847
Luxembourg,LUX,38,1786618
"China, Macao SAR",MAC,38,215712
Madagascar,MDG,38,1078807
Malawi,MWI,38,401646
Malaysia,MYS,38,32300353
Maldives,MDV,38,592174
Mali,MLI,38,437347
Malta,MLT,38,7220706
Mauritania,MRT,38,924343
Mauritius,MUS,38,1191960
Mexico,MEX,38,29897145
Mongolia,MNG,38,125320
Rep. of Moldova,MDA,38,185576
Montenegro,MNE,38,239155
Morocco,MAR,38,10233989
Mozambique,MOZ,38,245211
Oman,OMN,38,5228300
Namibia,NAM,38,80399
Nepal,NPL,38,142079
Netherlands,NLD,38,369848433
Curaçao,CUW,38,209776
Aruba,ABW,38,49449
Saint Maarten,SXM,38,9282
Bonaire,BES,38,9207
New Caledonia,NCL,38,23638
New Zealand,NZL,38,12658381
Nicaragua,NIC,38,277471
Niger,NER,38,29018
Nigeria,NGA,38,11949520
Niue,NIU,38,6187
Norway,NOR,38,56191069
N. Mariana Isds,MNP,38,1392
FS Micronesia,FSM,38,7283
Marshall Isds,MHL,38,20261
Pakistan,PAK,38,36037067
Panama,PAN,38,1056980
Papua New Guinea,PNG,38,86635
Paraguay,PRY,38,232606
Peru,PER,38,4125137
Philippines,PHL,38,15374632
Poland,POL,38,122273816
Portugal,PRT,38,32620613
Guinea-Bissau,GNB,38,101672
Qatar,QAT,38,32297729
Romania,ROU,38,28691668
Russian Federation,RUS,38,59251803
Rwanda,RWA,38,169016
Saint Helena,SHN,38,273881
Saint Kitts and Nevis,KNA,38,25688
Anguilla,AIA,38,24919
Saint Lucia,LCA,38,98967
Saint Vincent and the Grenadines,VCT,38,43142
San Marino,SMR,38,11744
Sao Tome and Principe,STP,38,5744
Saudi Arabia,SAU,38,58886380
Senegal,SEN,38,1180451
Serbia,SRB,38,3816622
Seychelles,SYC,38,132432
Sierra Leone,SLE,38,837195
India,IND,38,67800309
Singapore,SGP,38,104859732
Slovakia,SVK,38,9965250
Viet Nam,VNM,38,20161947
Slovenia,SVN,38,6862618
Somalia,SOM,38,76915
South Africa,ZAF,38,47878904
Zimbabwe,ZWE,38,383261
Spain,ESP,38,214877924
South Sudan,SSD,38,51537
Sudan,SDN,38,3706986
Suriname,SUR,38,83351
Swaziland,SWZ,38,920264
Sweden,SWE,38,163850303
Switzerland,CHE,38,106268951
Syria,SYR,38,341444
Tajikistan,TJK,38,88478
Thailand,THA,38,29976034
Togo,TGO,38,389083
Tonga,TON,38,2960
Trinidad and Tobago,TTO,38,18719518
United Arab Emirates,ARE,38,41866693
Tunisia,TUN,38,4375617
Turkey,TUR,38,55574616
Turkmenistan,TKM,38,587978
Turks and Caicos Isds,TCA,38,21051
Uganda,UGA,38,1746788
Ukraine,UKR,38,32070595
TFYR of Macedonia,MKD,38,1686688
Egypt,EGY,38,29122182
United Rep. of Tanzania,TZA,38,1428285
USA,USA,38,663895318
Burkina Faso,BFA,38,250726
Uruguay,URY,38,1841697
Uzbekistan,UZB,38,431937
Venezuela,VEN,38,1915403
Yemen,YEM,38,499724
Zambia,ZMB,38,503654
Afghanistan,AFG,39,269495
Albania,ALB,39,305735
Antarctica,ATA,39,17125
Algeria,DZA,39,11296867
Andorra,AND,39,39343
Angola,AGO,39,14041403
Antigua and Barbuda,ATG,39,494303
Azerbaijan,AZE,39,13701875
Argentina,ARG,39,12807610
Australia,AUS,39,117520853
Austria,AUT,39,94529065
Bahamas,BHS,39,437597
Bahrain,BHR,39,10034458
Bangladesh,BGD,39,6104375
Armenia,ARM,39,523074
Barbados,BRB,39,1661454
Belgium,BEL,39,665736015
Bermuda,BMU,39,147044
Bolivia (Plurinational State of),BOL,39,165625
Bosnia Herzegovina,BIH,39,3122715
Botswana,BWA,39,1010699
Bouvet Island,BVT,39,1738
Brazil,BRA,39,68635923
Belize,BLZ,39,1080714
Solomon Isds,SLB,39,48753
Br. Virgin Isds,VGB,39,68487
Brunei Darussalam,BRN,39,366772
Bulgaria,BGR,39,14675902
Myanmar,MMR,39,502960
Burundi,BDI,39,110681
Belarus,BLR,39,2377005
Cambodia,KHM,39,574809
Cameroon,CMR,39,650667
Canada,CAN,39,83253089
Cabo Verde,CPV,39,88665
Cayman Isds,CYM,39,565499
Central African Rep.,CAF,39,16169
Sri Lanka,LKA,39,9583416
Chad,TCD,39,101420
Chile,CHL,39,20088418
China,CHN,39,322258073
Colombia,COL,39,6970585
Congo,COG,39,11684592
Dem. Rep. of the Congo,COD,39,758627
Costa Rica,CRI,39,5229569
Croatia,HRV,39,10307093
Cuba,CUB,39,223310
Cyprus,CYP,39,7195994
Czechia,CZE,39,165197874
Benin,BEN,39,297038
Denmark,DNK,39,160824129
Dominica,DMA,39,452169
Dominican Rep.,DOM,39,10812163
Ecuador,ECU,39,2765819
El Salvador,SLV,39,2796070
Equatorial Guinea,GNQ,39,553905
Ethiopia,ETH,39,1620300
Eritrea,ERI,39,13387
Estonia,EST,39,13690429
Faeroe Isds,FRO,39,366064
Falkland Isds (Malvinas),FLK,39,3577302
Fiji,FJI,39,982407
Finland,FIN,39,75630541
France,FRA,39,979610751
French Polynesia,PYF,39,45470
Fr. South Antarctic Terr.,ATF,39,5337
Djibouti,DJI,39,228858
Gabon,GAB,39,534345
Georgia,GEO,39,1334597
Gambia,GMB,39,1251079
State of Palestine,PSE,39,156928
Germany,DEU,39,1540652734
Ghana,GHA,39,18487652
Gibraltar,GIB,39,2090459
Greece,GRC,39,27072825
Greenland,GRL,39,11566
Grenada,GRD,39,592245
Guam,GUM,39,55225
Guatemala,GTM,39,3493358
Guinea,GIN,39,130046
Guyana,GUY,39,1244892
Haiti,HTI,39,164418
Honduras,HND,39,708458
"China, Hong Kong SAR",HKG,39,127311959
Hungary,HUN,39,85460031
Iceland,ISL,39,11342881
Indonesia,IDN,39,35502604
Iran,IRN,39,4301084
Iraq,IRQ,39,7302777
Ireland,IRL,39,1077029060
Israel,ISR,39,47162403
Italy,ITA,39,485376334
Côte d'Ivoire,CIV,39,3076241
Jamaica,JAM,39,4963124
Japan,JPN,39,104747899
Kazakhstan,KAZ,39,5854804
Jordan,JOR,39,6515473
Kenya,KEN,39,6681922
Rep. of Korea,KOR,39,151366503
Kuwait,KWT,39,16137538
Kyrgyzstan,KGZ,39,1662946
Lao People's Dem. Rep.,LAO,39,1612848
Lebanon,LBN,39,4912463
Lesotho,LSO,39,16089
Latvia,LVA,39,6644032
Liberia,LBR,39,274907
Libya,LBY,39,978085
Lithuania,LTU,39,34739294
Luxembourg,LUX,39,37520739
"China, Macao SAR",MAC,39,567771
Madagascar,MDG,39,107689
Malawi,MWI,39,393789
Malaysia,MYS,39,61101579
Maldives,MDV,39,705967
Mali,MLI,39,175626
Malta,MLT,39,9651252
Mauritania,MRT,39,273353
Mauritius,MUS,39,1960670
Mexico,MEX,39,47304917
Mongolia,MNG,39,905258
Rep. of Moldova,MDA,39,1683579
Montenegro,MNE,39,64428
Montserrat,MSR,39,9106638
Morocco,MAR,39,12656475
Mozambique,MOZ,39,207675
Oman,OMN,39,10408954
Namibia,NAM,39,2228591
Nepal,NPL,39,89977
Netherlands,NLD,39,712401120
Curaçao,CUW,39,19615
Aruba,ABW,39,61571
Saint Maarten,SXM,39,20272
Bonaire,BES,39,59893
New Caledonia,NCL,39,178707
Vanuatu,VUT,39,80094
New Zealand,NZL,39,27385553
Nicaragua,NIC,39,8942
Niger,NER,39,55539
Nigeria,NGA,39,21983912
Norway,NOR,39,101350658
N. Mariana Isds,MNP,39,31926
Marshall Isds,MHL,39,1892
Pakistan,PAK,39,13217478
Panama,PAN,39,2189829
Papua New Guinea,PNG,39,230460
Paraguay,PRY,39,353259
Peru,PER,39,7679661
Philippines,PHL,39,14923247
Poland,POL,39,356837282
Portugal,PRT,39,61195659
Guinea-Bissau,GNB,39,23988
Timor-Leste,TLS,39,3097
Qatar,QAT,39,22884430
Romania,ROU,39,75386496
Russian Federation,RUS,39,83101086
Rwanda,RWA,39,245219
Saint Helena,SHN,39,2125171
Saint Kitts and Nevis,KNA,39,152211
Anguilla,AIA,39,5088
Saint Lucia,LCA,39,513258
Saint Vincent and the Grenadines,VCT,39,334773
San Marino,SMR,39,333639
Saudi Arabia,SAU,39,67336990
Senegal,SEN,39,1376720
Serbia,SRB,39,11314284
Seychelles,SYC,39,726843
Sierra Leone,SLE,39,867819
India,IND,39,110727698
Singapore,SGP,39,102684709
Slovakia,SVK,39,41933160
Viet Nam,VNM,39,26797922
Slovenia,SVN,39,12706280
Somalia,SOM,39,132927
South Africa,ZAF,39,97728241
Zimbabwe,ZWE,39,392098
Spain,ESP,39,396758137
South Sudan,SSD,39,333101
Sudan,SDN,39,1524760
Suriname,SUR,39,75615
Swaziland,SWZ,39,8203
Sweden,SWE,39,232065649
Switzerland,CHE,39,101218662
Syria,SYR,39,524960
Tajikistan,TJK,39,16978
Thailand,THA,39,29923232
Togo,TGO,39,299495
Trinidad and Tobago,TTO,39,2587853
United Arab Emirates,ARE,39,128169736
Tunisia,TUN,39,5942342
Turkey,TUR,39,186980397
Turkmenistan,TKM,39,270711
Turks and Caicos Isds,TCA,39,92218
Uganda,UGA,39,1705791
Ukraine,UKR,39,11409682
TFYR of Macedonia,MKD,39,2281806
Egypt,EGY,39,58809870
United Rep. of Tanzania,TZA,39,1585876
USA,USA,39,800072572
Burkina Faso,BFA,39,97483
Uruguay,URY,39,1738156
Uzbekistan,UZB,39,1046954
Venezuela,VEN,39,1132223
Yemen,YEM,39,266296
Zambia,ZMB,39,6356183
Afghanistan,AFG,40,259352
Albania,ALB,40,27904
Algeria,DZA,40,3338659
Angola,AGO,40,4994157
Antigua and Barbuda,ATG,40,256729
Azerbaijan,AZE,40,6753301
Argentina,ARG,40,2165783
Australia,AUS,40,20665247
Austria,AUT,40,10661531
Bahamas,BHS,40,89100
Bahrain,BHR,40,1413003
Bangladesh,BGD,40,702991
Armenia,ARM,40,67808
Barbados,BRB,40,274822
Belgium,BEL,40,189653102
Bermuda,BMU,40,32315
Bolivia (Plurinational State of),BOL,40,301066
Bosnia Herzegovina,BIH,40,124575
Botswana,BWA,40,18235
Brazil,BRA,40,23555332
Belize,BLZ,40,37887
Solomon Isds,SLB,40,6196
Br. Virgin Isds,VGB,40,83073
Brunei Darussalam,BRN,40,249233
Bulgaria,BGR,40,2202247
Myanmar,MMR,40,17533
Belarus,BLR,40,324037
Cambodia,KHM,40,52892
Cameroon,CMR,40,456017
Canada,CAN,40,37281675
Cabo Verde,CPV,40,150501
Cayman Isds,CYM,40,68315
Central African Rep.,CAF,40,22186
Sri Lanka,LKA,40,680180
Chad,TCD,40,9096
Chile,CHL,40,1615137
China,CHN,40,73322914
Colombia,COL,40,3538665
Congo,COG,40,996028
Dem. Rep. of the Congo,COD,40,263866
Costa Rica,CRI,40,120019
Croatia,HRV,40,1116439
Cuba,CUB,40,114415
Cyprus,CYP,40,1507651
Czechia,CZE,40,28037720
Benin,BEN,40,28022
Denmark,DNK,40,21060611
Dominica,DMA,40,49803
Dominican Rep.,DOM,40,1107109
Ecuador,ECU,40,254401
El Salvador,SLV,40,49634
Equatorial Guinea,GNQ,40,203672
Ethiopia,ETH,40,1371763
Estonia,EST,40,1774598
Faeroe Isds,FRO,40,103331
Falkland Isds (Malvinas),FLK,40,494175
Fiji,FJI,40,75334
Finland,FIN,40,11127443
France,FRA,40,266645478
French Polynesia,PYF,40,36928
Djibouti,DJI,40,74080
Gabon,GAB,40,294635
Georgia,GEO,40,608823
Gambia,GMB,40,291634
State of Palestine,PSE,40,3876
Germany,DEU,40,356212097
Ghana,GHA,40,4949061
Gibraltar,GIB,40,493510
Greece,GRC,40,6928261
Greenland,GRL,40,92964
Grenada,GRD,40,281421
Guam,GUM,40,1155
Guatemala,GTM,40,176453
Guinea,GIN,40,365811
Guyana,GUY,40,1043054
Haiti,HTI,40,5896
Honduras,HND,40,221830
"China, Hong Kong SAR",HKG,40,17461589
Hungary,HUN,40,12742853
Iceland,ISL,40,2519294
Indonesia,IDN,40,6828805
Iran,IRN,40,4106122
Iraq,IRQ,40,270026
Ireland,IRL,40,184184999
Israel,ISR,40,7972826
Italy,ITA,40,81065333
Côte d'Ivoire,CIV,40,357339
Jamaica,JAM,40,278032
Japan,JPN,40,24291356
Kazakhstan,KAZ,40,2532000
Jordan,JOR,40,892141
Kenya,KEN,40,2954744
Rep. of Korea,KOR,40,14529990
Kuwait,KWT,40,3064113
Kyrgyzstan,KGZ,40,8648
Lao People's Dem. Rep.,LAO,40,5680
Lebanon,LBN,40,2211865
Latvia,LVA,40,1221985
Liberia,LBR,40,371920
Libya,LBY,40,305102
Lithuania,LTU,40,4105433
Luxembourg,LUX,40,9310322
"China, Macao SAR",MAC,40,211983
Madagascar,MDG,40,93938
Malawi,MWI,40,366551
Malaysia,MYS,40,10712834
Maldives,MDV,40,252003
Mali,MLI,40,24583
Malta,MLT,40,3097868
Mauritania,MRT,40,107247
Mauritius,MUS,40,247746
Mexico,MEX,40,19406316
Mongolia,MNG,40,4906
Rep. of Moldova,MDA,40,139496
Montenegro,MNE,40,114199
Montserrat,MSR,40,13389
Morocco,MAR,40,4970041
Mozambique,MOZ,40,291980
Oman,OMN,40,5213784
Namibia,NAM,40,262556
Nepal,NPL,40,302086
Netherlands,NLD,40,143499485
Curaçao,CUW,40,235141
Aruba,ABW,40,110668
Saint Maarten,SXM,40,2700
Bonaire,BES,40,34490
New Caledonia,NCL,40,13952
New Zealand,NZL,40,4413241
Nicaragua,NIC,40,128265
Niger,NER,40,8980
Nigeria,NGA,40,4497449
Norway,NOR,40,27180954
Pakistan,PAK,40,2413765
Panama,PAN,40,596882
Papua New Guinea,PNG,40,570085
Paraguay,PRY,40,691900
Peru,PER,40,756050
Philippines,PHL,40,2138369
Poland,POL,40,49430070
Portugal,PRT,40,9571266
Guinea-Bissau,GNB,40,7823
Timor-Leste,TLS,40,2220
Qatar,QAT,40,5523877
Romania,ROU,40,13271677
Russian Federation,RUS,40,27366286
Rwanda,RWA,40,12483
Saint Helena,SHN,40,904127
Saint Kitts and Nevis,KNA,40,219123
Anguilla,AIA,40,39193
Saint Lucia,LCA,40,87107
Saint Vincent and the Grenadines,VCT,40,82044
San Marino,SMR,40,33521
Sao Tome and Principe,STP,40,7379
Saudi Arabia,SAU,40,40623626
Senegal,SEN,40,954709
Serbia,SRB,40,5589354
Seychelles,SYC,40,231207
Sierra Leone,SLE,40,278549
India,IND,40,47664506
Singapore,SGP,40,17745036
